"","Genes","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"5893","ISCU",4.60922419815667e-13,0.719836574295522,0.379,0.385,7.42315557113131e-09
"5894","CEP120",4.64350003707276e-13,-0.713264996515865,0.016,0.038,7.47835680970569e-09
"5895","TRMT6",4.65060996233828e-13,-0.310587440328237,0.025,0.052,7.48980734434580e-09
"5896","RSBN1L",4.68023064154321e-13,0.212375737944034,0.164,0.23,7.53751144820534e-09
"5897","TTK",4.69466709352394e-13,-2.33504680104256,0.001,0.015,7.5607613541203e-09
"5898","KDM4A-AS1",4.73266124189119e-13,2.3139860572173,0.012,0.004,7.62195093006576e-09
"5899","MICB",4.7374044242734e-13,-1.99006171774168,0.004,0.021,7.62958982529231e-09
"5900","SFSWAP",4.74749233097833e-13,0.154876631279846,0.077,0.119,7.6458363990406e-09
"5901","EVPL",4.77556076141348e-13,-6.99642431373449,0,0.014,7.69104060625642e-09
"5902","BFSP2",4.85423699164771e-13,-5.21346189420718,0.001,0.015,7.81774867504864e-09
"5903","IRF2BP2",4.88050630851946e-13,0.17965411251658,0.161,0.226,7.8600554098706e-09
"5904","LNX1",4.97538690831609e-13,-1.29893997818092,0.003,0.018,8.01286061584307e-09
"5905","ZFAND6",5.00383117566298e-13,0.943135500058398,0.248,0.226,8.05867010840523e-09
"5906","ZC3H12C",5.01280958334433e-13,2.33547458974152,0.027,0.014,8.07312983397604e-09
"5907","NME3",5.15624394625075e-13,0.888891691507265,0.282,0.264,8.30413087543683e-09
"5908","CACNB2",5.15901977777308e-13,-2.44906394063278,0.002,0.016,8.30860135210355e-09
"5909","ZNF423",5.25779999992261e-13,-2.77679947727085,0.001,0.015,8.46768689987537e-09
"5910","IKZF2",5.30091628297881e-13,-1.86157946052385,0.006,0.024,8.53712567373738e-09
"5911","KCTD13",5.32412722521935e-13,-0.475889262837133,0.018,0.041,8.57450689621576e-09
"5912","FAM98B",5.40137706528208e-13,0.172595353472139,0.029,0.057,8.69891776363679e-09
"5913","OSR2",5.41059077792956e-13,-2.00790312475671,0.003,0.019,8.71375644785556e-09
"5914","SPC24",5.46369874581462e-13,-1.41588329306396,0.002,0.018,8.79928683013444e-09
"5915","TMEM44",5.47176720390466e-13,-0.306365385280755,0.008,0.027,8.81228108188845e-09
"5916","LETM2",5.51157469028379e-13,-1.36819098314274,0.006,0.023,8.87639103870205e-09
"5917","TBC1D14",5.51779069100144e-13,-0.20999799748241,0.029,0.057,8.88640190785782e-09
"5918","REP15",5.53939389502683e-13,-2.29164708721643,0.003,0.019,8.92119386794072e-09
"5919","HERC5",5.60158535489065e-13,-1.06291628496498,0.012,0.033,9.0213532140514e-09
"5920","SLC25A53",5.81538891426605e-13,-0.642882605670435,0.01,0.03,9.36568384642547e-09
"5921","OSM",5.8417507007916e-13,-4.39898999772214,0,0.014,9.40813950362487e-09
"5922","ATAT1",5.89756100882507e-13,-0.274290413775097,0.018,0.042,9.49802200471277e-09
"5923","SFRP2",5.90718229409109e-13,-7.29982707934212,0,0.014,9.5135170846337e-09
"5924","IDH3G",5.93404287830949e-13,0.239536589052799,0.137,0.197,9.55677605551744e-09
"5925","ATXN7",6.00869179284533e-13,-0.677304612570379,0.037,0.066,9.6769981323774e-09
"5926","LINC00528",6.04753432647861e-13,-6.69854792577545,0,0.014,9.7395540327938e-09
"5927","KIF26B",6.09798939692886e-13,-6.97065847609513,0,0.013,9.82081192375394e-09
"5928","GRASP",6.13969732709733e-13,-0.827568723140863,0.017,0.04,9.88798254529026e-09
"5929","ECD",6.23280911283333e-13,-0.175726349145551,0.042,0.074,1.00379390762181e-08
"5930","PLXNB1",6.25452811910669e-13,-0.346489873331409,0.011,0.032,1.00729175358213e-08
"5931","FEM1B",6.29989114720199e-13,0.118955068439706,0.037,0.068,1.01459746925688e-08
"5932","WNK4",6.32467277784605e-13,-2.17177249234428,0.002,0.017,1.01858855087211e-08
"5933","CENPB",6.44122953998512e-13,-0.196241051147754,0.019,0.043,1.0373600174146e-08
"5934","ZNF273",6.45623230951971e-13,-1.21384744377705,0.007,0.026,1.03977621344815e-08
"5935","DUS2",6.58192456086927e-13,-0.743135789021467,0.012,0.033,1.060018950528e-08
"5936","PARD6B",6.61512087668115e-13,-0.305452382389767,0.012,0.033,1.0653652171895e-08
"5937","GALK2",6.67624045717462e-13,1.36472161988474,0.091,0.065,1.07520852562797e-08
"5938","RBM15",6.73142403194423e-13,-0.555802642113139,0.015,0.037,1.08409584034462e-08
"5939","CNTNAP3B",6.75221589617728e-13,-3.88338937863174,0.001,0.015,1.08744437007935e-08
"5940","SCRN3",6.7658087680619e-13,-0.56637542584344,0.014,0.035,1.08963350209637e-08
"5941","POLM",6.92217968062782e-13,-0.313500173918796,0.035,0.064,1.11481703756511e-08
"5942","ARSA",7.0734497054164e-13,0.130741610174007,0.057,0.093,1.13917907505731e-08
"5943","HOMER1",7.07917833572918e-13,-1.74238732329611,0.006,0.024,1.14010167096919e-08
"5944","PABPC5",7.18194086229999e-13,2.34155256823954,0.019,0.008,1.15665157587341e-08
"5945","SDE2",7.20582875557298e-13,-0.305679830691291,0.034,0.063,1.16049872108503e-08
"5946","DTHD1",7.23392382589409e-13,-4.4458091473948,0.001,0.015,1.16502343216024e-08
"5947","MC1R",7.27596708332996e-13,1.93675844022618,0.013,0.005,1.17179449877029e-08
"5948","PTK6",7.44404679016217e-13,-1.29154837911241,0.005,0.022,1.19886373555562e-08
"5949","RACGAP1",7.47932392789039e-13,-0.732382577792602,0.01,0.03,1.20454511858675e-08
"5950","IGHV1-3",7.47975223145248e-13,-8.47749548761438,0.001,0.015,1.20461409687542e-08
"5951","ADAP2",7.54672281993191e-13,-3.03389033710213,0.003,0.018,1.21539971015003e-08
"5952","LHFPL2",7.55066234617264e-13,1.75797233958858,0.061,0.04,1.2160341708511e-08
"5953","PRCD",7.57193804804642e-13,-5.34389309566994,0,0.014,1.21946062263788e-08
"5954","DNM1",7.58751107144105e-13,-0.955230749250386,0.006,0.024,1.22196865805558e-08
"5955","REXO1",7.72924392293906e-13,-0.389286992671021,0.018,0.042,1.24479473378934e-08
"5956","PDIA6",7.74713258956168e-13,0.566783548233974,0.412,0.415,1.24767570354891e-08
"5957","JAK2",7.75095144421572e-13,-0.870258268135151,0.014,0.035,1.24829073009094e-08
"5958","ZNF736",7.75158939032984e-13,-0.778113262271242,0.009,0.028,1.24839347131262e-08
"5959","IGKV2-30",7.80578478550829e-13,-8.08865963215264,0.001,0.015,1.25712163970611e-08
"5960","CSF1R",7.83609365755527e-13,-5.11404209576502,0.001,0.014,1.26200288354928e-08
"5961","PDE4C",7.85573324357445e-13,-1.33397807593024,0.006,0.024,1.26516583887766e-08
"5962","UBE2N",7.85982594929656e-13,0.10367573519597,0.221,0.3,1.26582496913421e-08
"5963","PPARA",7.91853350910853e-13,-0.167170876624186,0.022,0.047,1.27527982164193e-08
"5964","TET2",7.92466842822763e-13,-0.302941530613633,0.03,0.058,1.27626785036606e-08
"5965","NCKAP5",8.08256331248803e-13,-3.89270245867224,0.001,0.015,1.3016968214762e-08
"5966","CSTF2",8.20429900694925e-13,-0.50242819644214,0.014,0.035,1.32130235506918e-08
"5967","SOWAHA",8.24817043153838e-13,-3.53629142963864,0,0.014,1.32836784799926e-08
"5968","BTBD9",8.31047214518377e-13,-1.25203571010645,0.007,0.025,1.33840153898185e-08
"5969","IP6K2",8.39329589178498e-13,0.338456958396642,0.131,0.189,1.35174030337197e-08
"5970","ALG1",8.61666169669739e-13,0.182131886407585,0.024,0.051,1.38771336625312e-08
"5971","ADCY3",8.70555228121196e-13,-1.34043827800916,0.007,0.025,1.40202919488919e-08
"5972","CMC4",8.79849730129908e-13,1.88924741704904,0.029,0.015,1.41699799037422e-08
"5973","EIF5AL1",8.83828517470793e-13,-1.22192739787023,0.006,0.024,1.42340582738671e-08
"5974","NDEL1",8.85721089566302e-13,-0.109329407670404,0.059,0.095,1.42645381474653e-08
"5975","IGDCC4",9.01289878586352e-13,-3.08769670863425,0.001,0.015,1.45152734946332e-08
"5976","SHROOM1",9.02695429646707e-13,-0.537277811181776,0.016,0.038,1.45379098944602e-08
"5977","PRRG2",9.04161614688147e-13,-0.590430543279175,0.007,0.025,1.45615228045526e-08
"5978","STX10",9.04557145074817e-13,0.211344735784494,0.107,0.157,1.45678928214299e-08
"5979","ZFR",9.13194089421053e-13,0.193605915841749,0.105,0.154,1.47069908101261e-08
"5980","SPICE1",9.14421724649231e-13,-0.586387949116725,0.015,0.037,1.47267618754759e-08
"5981","ME1",9.24457939356784e-13,-2.01866252555778,0.002,0.016,1.4888395113341e-08
"5982","TRA2A",9.30406585046987e-13,0.135595222471317,0.201,0.273,1.49841980521817e-08
"5983","TRIOBP",9.35104748674855e-13,0.302697886914676,0.054,0.09,1.50598619774085e-08
"5984","NRAS",9.43309714949181e-13,0.188165682970697,0.046,0.079,1.51920029592566e-08
"5985","ZBTB7C",9.49588219702126e-13,-5.55855721279164,0,0.014,1.52931182783027e-08
"5986","AXIN1",9.61638145425576e-13,-0.324074716919827,0.012,0.032,1.54871823320789e-08
"5987","IQSEC1",9.62478563736616e-13,-0.376463483649109,0.031,0.059,1.55007172689782e-08
"5988","HCFC2",9.6834221059594e-13,1.44420376106748,0.05,0.03,1.55951513016476e-08
"5989","PRCC",9.70249716823842e-13,0.23354992347933,0.077,0.119,1.5625871689448e-08
"5990","MPND",9.74063066935012e-13,-0.340779495191903,0.013,0.034,1.56872856929884e-08
"5991","MLH1",9.8461692977072e-13,-0.140267636653322,0.034,0.064,1.58572556539575e-08
"5992","SRSF1",1.01037252551548e-12,0.216351126021734,0.172,0.24,1.62720495234268e-08
"5993","ZNF66",1.01627732224513e-12,-2.03407780764301,0.004,0.021,1.63671462747577e-08
"5994","RNPEP",1.02519763743915e-12,0.135824153350675,0.073,0.114,1.65108079509575e-08
"5995","ABL1",1.02698888789464e-12,-0.264637665527047,0.026,0.053,1.65396560395432e-08
"5996","GPD1L",1.04617784670704e-12,-0.610994114547107,0.012,0.032,1.68486942212168e-08
"5997","ATP11C",1.06290783353372e-12,-0.474016794346234,0.014,0.036,1.71181306590606e-08
"5998","ZCCHC2",1.06597720278585e-12,-0.619225604497051,0.013,0.035,1.71675628508661e-08
"5999","DENND6B",1.06621018739352e-12,-0.229897605451739,0.022,0.047,1.71713150679727e-08
"6000","CREB3L3",1.08691854260941e-12,-3.56889724893184,0.001,0.015,1.75048231287245e-08
"6001","KIAA0895L",1.09284841262327e-12,-1.16103083670823,0.005,0.021,1.76003236852977e-08
"6002","A2M",1.09428216225501e-12,-0.378479559428773,0.114,0.08,1.7623414223117e-08
"6003","NGEF",1.09710273594276e-12,-6.92952442573045,0,0.013,1.76688395623582e-08
"6004","PPA2",1.10467188730239e-12,0.313796167433479,0.11,0.162,1.77907407450051e-08
"6005","DUS4L",1.13021335085568e-12,-0.900762202670542,0.008,0.026,1.82020860155307e-08
"6006","DENND4B",1.1412368671693e-12,-0.234079306356044,0.019,0.042,1.83796197457616e-08
"6007","ZBTB44",1.18379897184328e-12,1.29627331057599,0.126,0.098,1.9065082441536e-08
"6008","MRPS36",1.18616479492606e-12,0.216867337554306,0.17,0.239,1.91031840222842e-08
"6009","ITGA5",1.19712341700566e-12,-0.729198589635712,0.022,0.046,1.92796726308761e-08
"6010","FXYD2",1.20204543856848e-12,-4.24815467793709,0.001,0.014,1.93589417881453e-08
"6011","KIF26A",1.20227705356668e-12,2.56455192655655,0.021,0.01,1.93626719476914e-08
"6012","TRIL",1.22669136576399e-12,-2.86384492183043,0.001,0.016,1.9755864445629e-08
"6013","ULK4",1.23702572272116e-12,-1.63829790861184,0.004,0.021,1.99222992644244e-08
"6014","PPARGC1A",1.24048588367174e-12,-4.49033807042363,0,0.014,1.99780251565334e-08
"6015","GALNT10",1.26558710411493e-12,-0.596243280816457,0.017,0.04,2.0382280311771e-08
"6016","TMED7",1.26878948636555e-12,1.24406460950013,0.148,0.12,2.04338546779172e-08
"6017","STK35",1.27938453745407e-12,-0.858103289661393,0.008,0.027,2.06044879756978e-08
"6018","FUNDC2",1.30203706346908e-12,1.02514166969093,0.249,0.23,2.09693069071696e-08
"6019","PDPK1",1.32165186206066e-12,0.168837781347856,0.05,0.084,2.12852032384869e-08
"6020","TEPP",1.33274458789291e-12,2.37012113786318,0.01,0.003,2.14638515880153e-08
"6021","ST7",1.33404701145999e-12,-0.859751205841379,0.007,0.025,2.14848271195632e-08
"6022","MAGED1",1.33864840474942e-12,0.214258779988923,0.088,0.132,2.15589325584894e-08
"6023","C12orf42",1.33873268322576e-12,-3.36307113915545,0.001,0.015,2.15602898633508e-08
"6024","INTS9",1.35429244875042e-12,-0.664070008244671,0.009,0.028,2.18108798871256e-08
"6025","PACSIN2",1.35438460856001e-12,0.113980409811774,0.054,0.089,2.1812364120859e-08
"6026","BRK1",1.37769429507689e-12,0.47964410932774,0.47,0.492,2.21877666222133e-08
"6027","PYGB",1.38515409640546e-12,-0.117077876918358,0.037,0.067,2.230790672261e-08
"6028","ZNF841",1.40154422202386e-12,-1.11557306254932,0.005,0.022,2.25718696956942e-08
"6029","SNX6",1.43082938068207e-12,0.198064536329603,0.193,0.266,2.30435071758848e-08
"6030","PIF1",1.43087768832263e-12,-1.73380338790247,0.004,0.02,2.30442851704359e-08
"6031","RNF152",1.44591921919509e-12,-2.65455638815137,0.001,0.015,2.32865290251369e-08
"6032","EMILIN2",1.45034452546429e-12,-1.06488480206839,0.008,0.026,2.33577985826024e-08
"6033","FAM110C",1.45718847220195e-12,-5.4641870246614,0,0.013,2.34680203448125e-08
"6034","ITGAM",1.49752569796876e-12,-5.30454818249179,0,0.013,2.41176513657868e-08
"6035","BTBD1",1.50660810932103e-12,-0.194425206336229,0.035,0.064,2.42639236006152e-08
"6036","GNAO1",1.53419989967131e-12,-3.41793298680241,0.001,0.014,2.47082893842064e-08
"6037","ZSCAN30",1.54224113989194e-12,1.78404681932744,0.039,0.022,2.48377935579597e-08
"6038","TUBGCP6",1.54276605181291e-12,-0.742625905588415,0.015,0.037,2.4846247264447e-08
"6039","HELB",1.55222780682936e-12,-0.515471457010695,0.031,0.058,2.49986288289868e-08
"6040","AZIN1",1.56589544378057e-12,1.00165913805556,0.203,0.176,2.5218746122086e-08
"6041","ZNF552",1.5849424729905e-12,-0.523477131830135,0.01,0.03,2.55254985275119e-08
"6042","TCHP",1.58973583135877e-12,-0.421482125757959,0.024,0.049,2.56026955640331e-08
"6043","C22orf34",1.62935092386034e-12,-4.61707176951624,0.001,0.014,2.62406966287707e-08
"6044","CDK5R1",1.67613012239527e-12,-3.69145491318731,0.001,0.015,2.69940756211759e-08
"6045","CSGALNACT1",1.67779253387245e-12,-1.24192053647224,0.007,0.025,2.70208487580158e-08
"6046","CCDC28B",1.67985059067035e-12,-0.142304326973161,0.034,0.062,2.70539937627459e-08
"6047","FAM160B1",1.71059630931086e-12,-0.519908328208928,0.023,0.047,2.75491535614515e-08
"6048","RSPH3",1.74452662472574e-12,-0.411792264512166,0.011,0.031,2.80956012912081e-08
"6049","AIF1L",1.7741778999671e-12,2.17929385623972,0.026,0.013,2.85731350789702e-08
"6050","ACVR1C",1.78326460299469e-12,-2.62748142304762,0.001,0.014,2.87194764312295e-08
"6051","CD200R1",1.79013998461364e-12,-6.0581339903107,0,0.013,2.88302044522027e-08
"6052","SENP1",1.80523241779672e-12,-0.616539944042853,0.011,0.031,2.90732680886161e-08
"6053","DHX37",1.81663241458342e-12,-1.31770580583394,0.006,0.024,2.9256865036866e-08
"6054","MYBBP1A",1.82009388093625e-12,-0.301342238154328,0.016,0.039,2.93126119524783e-08
"6055","ZNF141",1.82237906457557e-12,-0.392636617887721,0.023,0.047,2.93494148349895e-08
"6056","PSMB4",1.82239605762585e-12,0.293695110883561,0.164,0.23,2.93496885080643e-08
"6057","MAGI1",1.8256918380796e-12,1.79832257510231,0.062,0.041,2.9402767052272e-08
"6058","DAPK2",1.85820652546975e-12,-0.664873986554492,0.014,0.035,2.99264160926903e-08
"6059","ARL15",1.87786339886632e-12,-0.646448943314962,0.013,0.034,3.02429900387421e-08
"6060","ETV4",1.88112649749262e-12,-4.20173946999087,0,0.013,3.02955422421186e-08
"6061","FRMD1",1.89745549222481e-12,-2.35100961468321,0.003,0.018,3.05585207022806e-08
"6062","FBXO22",1.9200290613639e-12,0.147098754723025,0.042,0.073,3.09220680332656e-08
"6063","HIST1H2BN",1.92965737693002e-12,-0.670608007615313,0.014,0.035,3.1077132055458e-08
"6064","PBRM1",2.00923201699122e-12,0.172128590769351,0.087,0.13,3.23586816336437e-08
"6065","TMEM41A",2.03524588186775e-12,0.273777034775795,0.055,0.09,3.27776349274801e-08
"6066","NSMCE4A",2.03740352351233e-12,0.220738421561926,0.082,0.125,3.28123837461661e-08
"6067","ZNF385A",2.04054462084409e-12,-1.26203132518117,0.01,0.029,3.28629711186941e-08
"6068","HS3ST3B1",2.04562739756957e-12,-1.74659112095708,0.006,0.022,3.29448292378579e-08
"6069","HLA-DMB",2.05386843092414e-12,0.414970936470603,0.151,0.115,3.30775510800332e-08
"6070","C6orf226",2.10553906432071e-12,-0.129852759478299,0.034,0.062,3.39097066308851e-08
"6071","ABHD16A",2.1062713998668e-12,1.24355697939026,0.079,0.055,3.39215008948549e-08
"6072","ALDH1L1",2.12672649913459e-12,-3.23201437117307,0.001,0.014,3.42509302685626e-08
"6073","PELO",2.17011312198272e-12,1.2704554995377,0.103,0.076,3.49496718295318e-08
"6074","FOCAD",2.19710368643962e-12,-0.679019377308459,0.007,0.025,3.53843548701101e-08
"6075","LILRB2",2.23205078807267e-12,-7.91822692715221,0,0.013,3.59471779419104e-08
"6076","CLTA",2.24494830187565e-12,0.599650598018313,0.381,0.374,3.61548924017074e-08
"6077","ZBED6",2.25500459891571e-12,-0.914236896139625,0.009,0.028,3.63168490655375e-08
"6078","TRMT2B",2.26881492651395e-12,-1.07453258240903,0.01,0.029,3.65392643915072e-08
"6079","QTRT1",2.30916620636642e-12,0.278612886680221,0.118,0.171,3.71891217535313e-08
"6080","WRNIP1",2.37403648845186e-12,-0.167266181402073,0.024,0.049,3.82338576465172e-08
"6081","PEX6",2.37710887319766e-12,-0.580083695519069,0.017,0.039,3.82833384028484e-08
"6082","RBPMS2",2.40421283539245e-12,-3.04956007078324,0.001,0.015,3.87198477139954e-08
"6083","OSR1",2.4117166408754e-12,-3.03802682850334,0.002,0.017,3.88406965012983e-08
"6084","CTNND1",2.43437899770619e-12,1.21332290600986,0.152,0.125,3.92056737580582e-08
"6085","EIF5B",2.44486743077314e-12,0.24187288508531,0.208,0.285,3.93745899726015e-08
"6086","NPHP1",2.46530730763529e-12,2.09623278035151,0.023,0.011,3.97037741894664e-08
"6087","IL17RB",2.51239213722601e-12,-5.47269433104938,0.001,0.014,4.04620753700249e-08
"6088","MTMR3",2.51340907473844e-12,-0.433991871467271,0.021,0.045,4.04784531486625e-08
"6089","RETNLB",2.54040889127846e-12,-3.53973490561698,0.002,0.016,4.09132851940396e-08
"6090","CMYA5",2.60832996322052e-12,2.08034067645485,0.015,0.006,4.20071540576665e-08
"6091","P2RY11",2.6145414552425e-12,-2.02296832629572,0.003,0.018,4.21071901366804e-08
"6092","PIP4K2C",2.63928529710931e-12,-0.995571883711995,0.012,0.031,4.25056897099455e-08
"6093","FUT4",2.65549290649869e-12,-0.716547116100437,0.006,0.022,4.27667132591614e-08
"6094","TNFRSF11B",2.66053477021903e-12,-2.44873664556367,0.002,0.016,4.28479124743775e-08
"6095","HAUS3",2.69992863227673e-12,-0.441837669231287,0.028,0.054,4.34823506228168e-08
"6096","PPM1A",2.71589078685264e-12,0.112812404811734,0.071,0.11,4.37394211222618e-08
"6097","FLII",2.80156302446843e-12,0.102783326426991,0.065,0.103,4.5119172509064e-08
"6098","SMURF2",2.82512241545805e-12,-0.24930101180616,0.037,0.066,4.54985965009519e-08
"6099","ZBTB16",2.88858659690179e-12,-0.81077570018636,0.017,0.04,4.65206871431033e-08
"6100","HIST1H2AL",2.92778762672633e-12,-4.39941939030073,0,0.013,4.71520197284276e-08
"6101","NDUFA4L2",2.93884335092871e-12,-1.57287016998035,0.009,0.027,4.73300721667068e-08
"6102","IGKV1-17",2.94138826757127e-12,-8.40430535182608,0.001,0.014,4.73710580492353e-08
"6103","MED9",2.95695877727686e-12,-0.394340760051839,0.014,0.035,4.76218211080439e-08
"6104","NPIPB4",2.96268147161177e-12,-2.5023173250746,0.002,0.017,4.77139851003076e-08
"6105","POGLUT1",2.96796429374732e-12,-0.366278714576779,0.027,0.053,4.77990649508006e-08
"6106","FAM177B",2.97029689603431e-12,-5.51006693826759,0,0.013,4.78366315106325e-08
"6107","RBCK1",3.01066542794059e-12,0.159221255817699,0.158,0.219,4.84867667169832e-08
"6108","PRUNE2",3.01398834884476e-12,-1.64775774015617,0.003,0.017,4.85402823581449e-08
"6109","ZNF808",3.03079540329749e-12,-0.883091340164128,0.008,0.026,4.88109599701061e-08
"6110","SEMA3D",3.04289940290291e-12,-2.02761127834985,0.004,0.02,4.90058948837514e-08
"6111","SERHL2",3.07356793583313e-12,2.36509958917296,0.014,0.006,4.94998116065926e-08
"6112","ZDHHC23",3.0815861745337e-12,-5.06255281645882,0,0.013,4.96289453408653e-08
"6113","AKAP12",3.17020796258186e-12,-0.649147347794668,0.062,0.096,5.10561992373809e-08
"6114","MRPL17",3.27916595653977e-12,0.339156603004347,0.085,0.129,5.2810967730073e-08
"6115","KLHDC7B",3.3243483084133e-12,-4.94333285295719,0,0.013,5.35386295069962e-08
"6116","CEACAM1",3.39839829113309e-12,-1.2255638140179,0.022,0.045,5.47312044786985e-08
"6117","ISCA2",3.40798135567496e-12,0.341076166105233,0.087,0.132,5.48855397331452e-08
"6118","STAG2",3.43823881055167e-12,0.254070103464134,0.113,0.164,5.53728360439346e-08
"6119","TMEM204",3.44714725287725e-12,1.00802278586994,0.089,0.063,5.55163065075881e-08
"6120","ITGA6",3.46336248484669e-12,0.75280025458075,0.139,0.11,5.57774528184559e-08
"6121","RPP25",3.55775518015554e-12,-0.318591756853698,0.013,0.034,5.7297647176405e-08
"6122","HSPA6",3.55809654478718e-12,-1.05506605230115,0.03,0.056,5.73031448537975e-08
"6123","EFCAB11",3.5971512469442e-12,-0.380067199084008,0.009,0.028,5.79321208320363e-08
"6124","PHACTR4",3.62114785593277e-12,1.19718210651997,0.134,0.106,5.83185862197972e-08
"6125","HOXD11",3.65933764273878e-12,-2.27618180886124,0.001,0.015,5.8933632736308e-08
"6126","FAM3B",3.66929123112352e-12,-0.873938856578656,0.005,0.022,5.90939352772443e-08
"6127","CLCA4",3.67679930327654e-12,-5.11349130947778,0.002,0.015,5.92148527792687e-08
"6128","PCSK6",3.6874647114386e-12,-2.73743377169634,0.001,0.015,5.93866191777186e-08
"6129","ALDH4A1",3.72172050696057e-12,2.2518345174696,0.019,0.009,5.99383087646e-08
"6130","XKR6",3.7548810427296e-12,-1.4753645456161,0.005,0.021,6.04723591931602e-08
"6131","LIMK1",3.79177526182158e-12,-0.773196905379625,0.011,0.03,6.10665405916365e-08
"6132","MCM10",3.80915092682151e-12,-3.95277843179364,0,0.013,6.13463756764604e-08
"6133","LPAR6",3.81765258576321e-12,-0.227608584355604,0.042,0.073,6.14832948937166e-08
"6134","YBX2",3.83679680907036e-12,-4.65281839413782,0,0.013,6.17916126100782e-08
"6135","P2RY14",3.86254273121674e-12,-3.46342292381425,0.001,0.014,6.22062506862456e-08
"6136","HECTD4",3.86351190080548e-12,-0.215949826578696,0.023,0.047,6.22218591624723e-08
"6137","MKKS",3.93221964300685e-12,0.370083364353045,0.073,0.114,6.33283973506254e-08
"6138","AKAP8",3.9953661162398e-12,-0.231290341656068,0.041,0.07,6.43453713020421e-08
"6139","BCL6",4.01123329128583e-12,1.18450837944846,0.064,0.042,6.46009121561583e-08
"6140","MNT",4.01203894323775e-12,-0.198513352255458,0.02,0.043,6.4613887180844e-08
"6141","HOXA11",4.03419654507631e-12,-4.07407976694638,0.001,0.014,6.4970735358454e-08
"6142","ZFYVE27",4.05931898415779e-12,-0.108794305981014,0.04,0.07,6.53753322398612e-08
"6143","MEPCE",4.0705885071938e-12,-0.294443456349149,0.034,0.062,6.55568279083562e-08
"6144","SLC9A3R2",4.09339133179067e-12,0.468054170042654,0.133,0.102,6.59240673984887e-08
"6145","LARP1B",4.10429729091321e-12,0.297641655065541,0.042,0.073,6.60997078701573e-08
"6146","SLC35A2",4.12025526437428e-12,1.51444585078808,0.075,0.052,6.63567110327478e-08
"6147","BTN3A2",4.14200167260443e-12,-0.103827301969142,0.111,0.156,6.67069369372944e-08
"6148","IGHV1-18",4.14406638117641e-12,-6.51420193752912,0.004,0.019,6.67401890688461e-08
"6149","PITPNB",4.19589212941629e-12,0.186511630877385,0.086,0.129,6.75748427442494e-08
"6150","PTAFR",4.20259900954586e-12,-2.38693847350625,0.002,0.016,6.76828570487361e-08
"6151","AP003774.1",4.21774871427283e-12,-4.87645513339741,0,0.013,6.79268430433639e-08
"6152","SLC43A1",4.21956081886369e-12,-0.44134187421131,0.01,0.029,6.79560269877997e-08
"6153","SRSF11",4.23449483518259e-12,0.106304344914707,0.322,0.424,6.81965393206156e-08
"6154","E2F8",4.2471511191983e-12,-6.39235867073851,0,0.012,6.84003687746886e-08
"6155","GDI1",4.38295536919977e-12,1.04842045830481,0.167,0.139,7.05874962209623e-08
"6156","ANG",4.44734990509543e-12,1.71542937523751,0.092,0.068,7.1624570221562e-08
"6157","KIR2DL4",4.46139148732195e-12,-8.20179196748771,0,0.012,7.185070990332e-08
"6158","FLYWCH2",4.47523068605724e-12,1.15102532708545,0.138,0.11,7.20735901989518e-08
"6159","STMN2",4.61279823831768e-12,-2.79698787991504,0.01,0.029,7.42891156281062e-08
"6160","MSLN",4.63727597761593e-12,-7.48428755086721,0,0.012,7.46833296195046e-08
"6161","NBPF9",4.75600895899166e-12,-1.15841208850552,0.007,0.024,7.65955242845607e-08
"6162","IGHV3-15",4.80502504065036e-12,-6.1168937643581,0.002,0.016,7.73849282796741e-08
"6163","NFYA",4.85658157087677e-12,-0.730680815256211,0.014,0.035,7.82152461989704e-08
"6164","GAS1",4.8806825621601e-12,-1.48185853047074,0.004,0.02,7.86033926635884e-08
"6165","GGT1",4.89577081997461e-12,-3.3720254581634,0.001,0.014,7.88463890556911e-08
"6166","ITCH",4.90428859464562e-12,-0.113355131339213,0.048,0.08,7.89835678167677e-08
"6167","HIST1H4E",4.92473514716604e-12,1.94232195717764,0.029,0.015,7.93128595451091e-08
"6168","AC104024.1",5.04546114907041e-12,-7.08547150447676,0,0.012,8.1257151805779e-08
"6169","C2CD5",5.10051767130168e-12,-0.129626280094744,0.02,0.043,8.21438370963135e-08
"6170","SOGA1",5.10663531287196e-12,1.88198747265196,0.039,0.023,8.2242361713803e-08
"6171","SUCLA2",5.13276810042287e-12,1.31091640858427,0.143,0.117,8.26632302573104e-08
"6172","IL3RA",5.14944575936892e-12,-2.2988563829671,0.004,0.019,8.29318239546365e-08
"6173","MEX3A",5.17206114771026e-12,-0.171375732215458,0.014,0.035,8.32960447838737e-08
"6174","LGR4",5.21769137452536e-12,2.05699971839853,0.063,0.043,8.40309195867309e-08
"6175","IL22RA1",5.22240579025418e-12,-2.2735683322826,0.001,0.014,8.41068452520436e-08
"6176","ZNF121",5.22405386163934e-12,-0.122058535858635,0.023,0.048,8.41333874417016e-08
"6177","SIN3B",5.25157073072215e-12,-0.274636168921567,0.024,0.048,8.45765466182802e-08
"6178","LIX1L",5.25457546425568e-12,-0.184501658515728,0.052,0.085,8.46249378518378e-08
"6179","ABAT",5.25596214163652e-12,-0.625630878033974,0.006,0.023,8.46472702910562e-08
